violation_desc,issue_datetime,fine,issuing_agency,lat,lon,zip_code
METER EXPIRED CC,2017-11-19T18:24:00Z,36,PPA,39.952485,-75.169895,19103
SCHOOL ZONE,2017-11-20T07:57:00Z,36,PPA,39.935408,-75.170403,19146
STOPPING PROHIBITED,2017-11-26T18:38:00Z,51,POLICE,39.96875131,-75.13971122,19123
BUS ONLY ZONE,2017-11-10T07:34:00Z,51,PPA,39.982663,-75.165168,19121
METER EXPIRED CC,2017-11-19T21:29:00Z,36,PPA,39.941418,-75.14657,19147
STOP PROHIBITED CC,2017-11-16T15:35:00Z,76,PPA,39.949757,-75.168322,19103
METER EXPIRED,2017-11-16T17:25:00Z,26,PPA,40.05936,-75.190362,19119
SCHOOL ZONE,2017-11-20T09:15:00Z,36,PPA,39.924412,-75.17617,19145
SCHOOL ZONE,2017-11-20T09:17:00Z,36,PPA,39.924985,-75.176148,19145
EXPIRED INSPECTION,2017-11-29T12:31:00Z,41,PPA,39.959933,-75.168167,19103
FIRE HYDRANT,2017-11-29T10:43:00Z,76,PPA,39.96098,-75.161838,19130
BUS ONLY ZONE,2017-11-29T16:39:00Z,51,PPA,40.038033,-75.037728,19136
PRIVATE PROPERTY,2017-11-29T18:40:00Z,26,PPA,39.978252,-75.15901,19121
METER EXPIRED,2017-11-29T15:04:00Z,26,PPA,39.927363,-75.231958,19142
PARKING PROHBITED,2017-11-28T07:16:00Z,41,POLICE,39.962221,-75.13783504,19123
SCHOOL ZONE,2017-11-02T07:47:00Z,36,PPA,39.997132,-75.121263,19134
STOPPING PROHIBITED,2017-11-29T18:32:00Z,51,PPA,40.025443,-75.223627,19127
PARKING PROHBITED,2017-11-28T09:00:00Z,41,POLICE,39.9683667,-75.14181846,19123
BLOCKING DRIVEWAY,2017-11-28T20:51:00Z,51,POLICE,39.97515725,-75.12881288,19125
METER EXPIRED,2017-11-09T12:27:00Z,26,PPA,40.029695,-75.180985,19144
STOPPING PROHIBITED,2017-11-17T16:06:00Z,51,PPA,39.97748,-75.158147,19121
METER EXPIRED CC,2017-11-02T13:18:00Z,36,PPA,39.949802,-75.167862,19103
METER EXPIRED,2017-11-06T11:45:00Z,26,PPA,40.032157,-75.178448,19144
FIRE HYDRANT,2017-11-13T07:32:00Z,76,PPA,39.919932,-75.165125,19148
FIRE HYDRANT,2017-11-07T17:39:00Z,76,PPA,40.025253,-75.22303,19127
EXPIRED INSPECTION,2017-11-18T10:57:00Z,41,PPA,39.95047,-75.173133,19103
METER EXPIRED,2017-11-29T19:50:00Z,26,PPA,40.02314,-75.219543,19127
METER EXPIRED,2017-11-29T19:55:00Z,26,PPA,40.024233,-75.220843,19127
METER EXPIRED,2017-11-07T13:00:00Z,26,PPA,40.074427,-75.205022,19118
METER EXPIRED,2017-11-03T12:21:00Z,26,PPA,40.036233,-75.175312,19144
PARKING PROHBITED,2017-11-01T13:18:00Z,41,POLICE,40.00160983,-75.17756924,19132
METER EXPIRED,2017-11-02T12:04:00Z,26,PPA,40.039552,-75.144753,19141
BUS ONLY ZONE,2017-11-10T14:10:00Z,51,PPA,40.004515,-75.17699,19132
METER EXPIRED CC,2017-11-14T11:23:00Z,36,PPA,39.95157,-75.16788,19103
METER EXPIRED,2017-11-02T12:37:00Z,26,PPA,40.008482,-75.1505,19140
METER EXPIRED CC,2017-11-25T10:37:00Z,36,PPA,39.95257,-75.175473,19103
METER EXPIRED,2017-11-02T16:52:00Z,26,PPA,40.04031,-75.144527,19141
METER EXPIRED,2017-11-07T17:06:00Z,26,PPA,40.075507,-75.20544,19118
METER EXPIRED CC,2017-11-16T20:20:00Z,36,PPA,39.949875,-75.143357,19106
METER EXPIRED CC,2017-11-16T20:56:00Z,36,PPA,39.949142,-75.142192,19106
METER EXPIRED CC,2017-11-16T20:58:00Z,36,PPA,39.94903,-75.142228,19106
METER EXPIRED CC,2017-11-16T21:05:00Z,36,PPA,39.948387,-75.143965,19106
METER EXPIRED CC,2017-11-16T21:24:00Z,36,PPA,39.947323,-75.147338,19106
METER EXPIRED CC,2017-11-17T14:45:00Z,36,PPA,39.954783,-75.17251,19103
OVER TIME LIMIT,2017-11-10T11:48:00Z,26,PPA,39.953162,-75.227777,19143
LOADING ZONE   CC,2017-11-12T14:24:00Z,51,PPA,39.94917,-75.145958,19106
OVER TIME LIMIT,2017-11-10T12:21:00Z,26,PPA,39.964657,-75.157497,19123
METER EXPIRED CC,2017-11-20T19:50:00Z,36,PPA,39.956228,-75.19111,19104
METER EXPIRED,2017-11-06T16:08:00Z,26,PPA,40.034263,-75.172483,19144
METER EXPIRED,2017-11-02T17:03:00Z,26,PPA,40.03971,-75.144623,19141
STOP MEDIAL STRIP,2017-11-02T11:36:00Z,31,PPA,39.936027,-75.157393,19147
EXPIRED INSPECTION,2017-11-01T17:02:00Z,41,PPA,40.02512,-75.222858,19127
SCHOOL ZONE,2017-11-20T13:19:00Z,36,PPA,39.925058,-75.176152,19145
METER EXPIRED,2017-11-20T12:31:00Z,26,PPA,40.036162,-75.217838,19128
EXPIRED INSPECTION,2017-11-20T13:19:00Z,41,PPA,40.028555,-75.208613,19128
FIRE HYDRANT,2017-11-02T14:21:00Z,76,PPA,39.930178,-75.156672,19147
PASSENGR LOADNG ZONE,2017-11-02T14:48:00Z,31,PPA,39.949855,-75.168515,19103
PARKING PROHBITED,2017-11-08T21:15:00Z,41,POLICE,39.91281031,-75.23213841,19142
METER EXPIRED CC,2017-11-02T15:15:00Z,36,PPA,39.948262,-75.16947,19103
METER EXPIRED CC,2017-11-02T15:22:00Z,36,PPA,39.949753,-75.168323,19103
STOP PROHIBITED CC,2017-11-02T15:35:00Z,76,PPA,39.949967,-75.168005,19103
LOADING ZONE,2017-11-14T16:05:00Z,31,PPA,39.940075,-75.169548,19146
LOADING ZONE,2017-11-15T10:41:00Z,31,PPA,39.939918,-75.169678,19146
STOP PROHIBITED CC,2017-11-02T15:45:00Z,76,PPA,39.949775,-75.16795,19103
METER EXPIRED CC,2017-11-07T15:55:00Z,36,PPA,39.945155,-75.177747,19146
OVER TIME LIMIT,2017-11-18T20:10:00Z,26,PPA,39.938637,-75.146733,19147
STOP PROHIBITED CC,2017-11-07T16:21:00Z,76,PPA,39.94838,-75.157107,19107
STOP PROHIBITED CC,2017-11-02T15:37:00Z,76,PPA,39.949718,-75.166413,19102
STOP PROHIBITED CC,2017-11-08T17:03:00Z,76,PPA,39.95060551,-75.16814185,19103
METER EXPIRED CC,2017-11-17T11:13:00Z,36,PPA,39.950928,-75.155135,19107
PARKING PROHBITED,2017-11-17T10:31:00Z,41,PPA,39.91458,-75.163613,19148
METER EXPIRED,2017-11-17T13:35:00Z,26,PPA,40.002845,-75.152553,19140
METER EXPIRED,2017-11-17T15:03:00Z,26,PPA,40.00365,-75.150845,19140
STOPPING PROHIBITED,2017-11-17T16:05:00Z,51,PPA,40.000772,-75.152987,19132
METER EXPIRED CC,2017-11-21T20:31:00Z,36,PPA,39.941858,-75.15104,19147
STOPPING PROHIBITED,2017-11-17T16:15:00Z,51,PPA,40.002852,-75.15247,19140
BUS ONLY ZONE   CC,2017-11-14T13:25:00Z,76,PPA,39.954323,-75.202397,19104
OVER TIME LIMIT,2017-11-07T13:36:00Z,26,PPA,39.952197,-75.23035,19143
PARKING PROHBITED,2017-11-29T11:08:00Z,41,PPA,40.014612,-75.08699,19124
EXPIRED INSPECTION,2017-11-22T14:07:00Z,41,PPA,39.951123,-75.16605,19102
METER EXPIRED CC,2017-11-10T11:22:00Z,36,PPA,39.953467,-75.156592,19107
METER EXPIRED CC,2017-11-14T16:56:00Z,36,PPA,39.955622,-75.190223,19104
METER EXPIRED,2017-11-17T16:43:00Z,26,PPA,40.002328,-75.152862,19140
STOPPING PROHIBITED,2017-11-17T21:34:00Z,51,PPA,39.978883,-75.158873,19121
METER EXPIRED CC,2017-11-14T11:35:00Z,36,PPA,39.96061554,-75.14195635,19123
PARKING PROHBITED CC,2017-11-27T11:22:00Z,51,PPA,39.951147,-75.16723,19102
METER EXPIRED,2017-11-02T13:40:00Z,26,PPA,40.075008,-75.204708,19118
METER EXPIRED,2017-11-02T14:10:00Z,26,PPA,40.075763,-75.20593,19118
EXPIRED INSPECTION,2017-11-14T14:29:00Z,41,PPA,40.028373,-75.138248,19141
PARKING PROHBITED CC,2017-11-09T21:30:00Z,51,PPA,39.954128,-75.183472,19104
METER EXPIRED,2017-11-02T15:04:00Z,26,PPA,40.076173,-75.20674,19118
METER EXPIRED,2017-11-02T15:10:00Z,26,PPA,40.008437,-75.150515,19140
METER EXPIRED,2017-11-14T13:56:00Z,26,PPA,40.034468,-75.176038,19144
CROSSWALK,2017-11-02T09:05:00Z,51,PPA,39.9312,-75.163485,19147
METER EXPIRED,2017-11-02T14:15:00Z,26,PPA,40.040273,-75.144517,19141
METER EXPIRED CC,2017-11-03T20:20:00Z,36,PPA,39.947123,-75.14278,19106
PARKING PROHBITED,2017-11-27T21:03:00Z,41,POLICE,39.99812548,-75.10455432,19134
METER EXPIRED CC,2017-11-17T17:50:00Z,36,PPA,39.953965,-75.174527,19103
OVER TIME LIMIT,2017-11-18T10:34:00Z,26,PPA,39.98463,-75.158248,19121
OVER TIME LIMIT,2017-11-08T10:53:00Z,26,PPA,39.967458,-75.178302,19130
EXPIRED INSPECTION,2017-11-30T09:13:00Z,41,POLICE,40.07288948,-75.08639055,19111
OVER TIME LIMIT,2017-11-02T10:57:00Z,26,PPA,39.9644,-75.189585,19104
CROSSWALK,2017-11-30T04:05:00Z,51,POLICE,40.04078441,-75.10269191,19120
FIRE HYDRANT,2017-11-30T09:55:00Z,76,POLICE,40.03512961,-75.07993347,19149
BUS ONLY ZONE,2017-11-29T10:23:00Z,51,POLICE,39.98293452,-75.1651465,19121
METER EXPIRED,2017-11-20T15:09:00Z,26,PPA,40.033682,-75.215345,19128
EXPIRED INSPECTION,2017-11-17T18:44:00Z,41,PPA,39.95148,-75.174828,19103
METER EXPIRED,2017-11-29T16:44:00Z,26,PPA,40.038782,-75.035525,19136
EXPIRED TAG,2017-11-29T00:36:00Z,41,POLICE,39.94111651,-75.18472494,19146
METER EXPIRED CC,2017-11-01T20:13:00Z,36,PPA,39.958417,-75.150363,19123
BLOCKING DRIVEWAY,2017-11-19T15:37:00Z,51,POLICE,39.9613586,-75.13888543,19123
METER EXPIRED,2017-11-08T10:52:00Z,26,PPA,40.027728,-75.13253,19120
STOPPING PROHIBITED,2017-11-16T12:24:00Z,51,POLICE,40.02303418,-75.0771723,19124
STOPPING PROHIBITED,2017-11-18T22:41:00Z,51,PPA,39.926118,-75.182793,19145
METER EXPIRED,2017-11-29T14:12:00Z,26,PPA,40.008227,-75.090573,19124
BLOCKING DRIVEWAY,2017-11-08T03:05:00Z,51,POLICE,40.06826071,-75.1493591,19138
BUS ONLY ZONE,2017-11-29T16:14:00Z,51,PPA,40.010763,-75.088837,19135
METER EXPIRED CC,2017-11-14T15:25:00Z,36,PPA,39.94274,-75.159975,19147
EXPIRED INSPECTION,2017-11-16T16:46:00Z,41,PPA,39.951683,-75.202495,19104
STOP PROHIBITED CC,2017-11-30T13:16:00Z,76,PPA,39.945887,-75.178497,19146
METER EXPIRED,2017-11-30T15:16:00Z,26,PPA,39.925423,-75.170498,19145
EXPIRED INSPECTION,2017-11-11T15:00:00Z,41,POLICE,39.92231139,-75.23273256,19142
EXPIRED INSPECTION,2017-11-24T16:10:00Z,41,POLICE,39.92231139,-75.23273256,19142
PARKING PROHBITED,2017-11-29T11:40:00Z,41,POLICE,39.92231139,-75.23273256,19142
METER EXPIRED CC,2017-11-27T12:44:00Z,36,PPA,39.94799,-75.169585,19103
METER EXPIRED,2017-11-09T14:39:00Z,26,PPA,40.03505,-75.13075,19120
STOP PROHIBITED CC,2017-11-02T12:18:00Z,76,PPA,39.955563,-75.194222,19104
PARKING PROHBITED,2017-11-18T07:51:00Z,41,PPA,39.964455,-75.188545,19104
PASSENGR LOADNG ZONE,2017-11-13T10:48:00Z,31,PPA,39.950363,-75.168485,19103
METER EXPIRED,2017-11-03T16:51:00Z,26,PPA,40.05969,-75.190607,19119
CORNER CLEARANCE,2017-11-30T13:50:00Z,51,POLICE,39.98553632,-75.16134091,19121
BUS ONLY ZONE,2017-11-30T13:57:00Z,51,POLICE,39.98293452,-75.1651465,19121
METER EXPIRED,2017-11-29T16:24:00Z,26,PPA,40.007723,-75.090777,19124
METER EXPIRED CC,2017-11-29T20:50:00Z,36,PPA,39.940873,-75.147718,19147
FIRE HYDRANT,2017-11-29T11:29:00Z,76,PPA,40.014272,-75.08591,19124
METER EXPIRED,2017-11-29T17:10:00Z,26,PPA,40.037042,-75.040325,19136
PARKING PROHBITED CC,2017-11-29T10:34:00Z,51,PPA,39.94808,-75.171378,19103
METER EXPIRED CC,2017-11-29T13:26:00Z,36,PPA,39.949738,-75.173402,19103
METER EXPIRED CC,2017-11-29T15:17:00Z,36,PPA,39.942305,-75.154342,19147
OVER TIME LIMIT,2017-11-29T17:53:00Z,26,PPA,39.940607,-75.155725,19147
EXPIRED INSPECTION,2017-11-29T18:12:00Z,41,PPA,40.026055,-75.22502,19127
METER EXPIRED,2017-11-29T12:12:00Z,26,PPA,39.927253,-75.231972,19142
METER EXPIRED CC,2017-11-29T14:26:00Z,36,PPA,39.956003,-75.154098,19107
METER EXPIRED CC,2017-11-29T15:22:00Z,36,PPA,39.95421,-75.157803,19107
STOP PROHIBITED CC,2017-11-16T13:04:00Z,76,PPA,39.94781,-75.157382,19107
OVER TIME LIMIT CC,2017-11-29T11:21:00Z,36,PPA,39.958168,-75.169015,19103
PARKING PROHBITED CC,2017-11-25T17:25:00Z,51,PPA,39.953283,-75.172075,19103
METER EXPIRED,2017-11-02T12:57:00Z,26,PPA,40.039585,-75.077192,19149
METER EXPIRED CC,2017-11-29T09:43:00Z,36,PPA,39.956028,-75.164388,19102
EXPIRED INSPECTION,2017-11-09T12:08:00Z,41,PPA,40.03563,-75.130692,19120
TAXI STAND,2017-11-17T19:05:00Z,31,PPA,39.953045,-75.171148,19103
EXPIRED INSPECTION,2017-11-22T11:57:00Z,41,PPA,39.94148,-75.15534,19147
STOP PROHIBITED CC,2017-11-22T11:58:00Z,76,PPA,39.941625,-75.155498,19147
OVER TIME LIMIT CC,2017-11-04T10:50:00Z,36,PPA,39.946267,-75.14891,19106
PARKING PROHBITED CC,2017-11-07T15:02:00Z,51,PPA,39.953727,-75.157658,19107
OVER TIME LIMIT,2017-11-20T11:36:00Z,26,PPA,40.025775,-75.07915,19124
EXPIRED INSPECTION,2017-11-29T18:30:00Z,41,POLICE,39.98944649,-75.16211022,19132
PARKING PROHBITED CC,2017-11-21T13:50:00Z,51,PPA,39.951307,-75.145748,19106
BUS ONLY ZONE,2017-11-27T01:20:00Z,51,POLICE,39.9806349,-75.18216265,19121
FIRE HYDRANT,2017-11-28T04:55:00Z,76,POLICE,39.91959553,-75.17730344,19145
EXPIRED INSPECTION,2017-11-01T00:00:00Z,41,POLICE,39.97690976,-75.23706279,19131
METER EXPIRED CC,2017-11-20T18:04:00Z,36,PPA,39.948143,-75.143107,19106
METER EXPIRED CC,2017-11-20T18:43:00Z,36,PPA,39.948433,-75.145068,19106
EXPIRED INSPECTION,2017-11-20T19:30:00Z,41,PPA,39.948942,-75.142238,19106
EXPIRED INSPECTION,2017-11-20T21:18:00Z,41,PPA,39.951972,-75.170542,19103
SCHOOL ZONE,2017-11-20T09:08:00Z,36,PPA,39.926392,-75.185285,19145
FIRE HYDRANT,2017-11-02T13:16:00Z,76,PPA,40.041228,-75.065075,19149
STOP PROHIBITED CC,2017-11-13T11:46:00Z,76,PPA,39.956123,-75.160665,19107
METER EXPIRED CC,2017-11-24T18:40:00Z,36,PPA,39.947002,-75.144875,19106
METER EXPIRED CC,2017-11-17T11:52:00Z,36,PPA,39.947475,-75.162428,19107
METER EXPIRED CC,2017-11-17T11:59:00Z,36,PPA,39.947402,-75.162443,19107
PARKING PROHBITED CC,2017-11-09T14:10:00Z,51,PPA,39.954683,-75.170587,19103
METER EXPIRED CC,2017-11-29T13:59:00Z,36,PPA,39.960917,-75.161842,19130
METER EXPIRED,2017-11-21T17:19:00Z,26,PPA,40.037447,-75.042065,19149
METER EXPIRED CC,2017-11-29T20:53:00Z,36,PPA,39.940553,-75.145863,19147
METER EXPIRED CC,2017-11-29T20:58:00Z,36,PPA,39.941437,-75.147135,19147
METER EXPIRED CC,2017-11-29T21:41:00Z,36,PPA,39.941723,-75.143818,19147
METER EXPIRED CC,2017-11-29T21:53:00Z,36,PPA,39.941447,-75.145567,19147
STOP PROHIBITED CC,2017-11-29T10:49:00Z,76,PPA,39.958885,-75.162275,19102
METER EXPIRED,2017-11-29T12:28:00Z,26,PPA,40.026255,-75.043518,19135
METER EXPIRED,2017-11-29T14:40:00Z,26,PPA,40.036112,-75.174258,19144
METER EXPIRED CC,2017-11-15T10:53:00Z,36,PPA,39.946642,-75.144978,19106
METER EXPIRED CC,2017-11-17T11:33:00Z,36,PPA,39.94652,-75.144692,19106
OVER TIME LIMIT CC,2017-11-29T11:52:00Z,36,PPA,39.945945,-75.14394,19106
METER EXPIRED CC,2017-11-29T14:52:00Z,36,PPA,39.945877,-75.142898,19106
FIRE HYDRANT,2017-11-29T20:48:00Z,76,PPA,39.926048,-75.172715,19145
PARKING PROHBITED CC,2017-11-05T15:19:00Z,51,PPA,39.953547,-75.1595,19107
METER EXPIRED CC,2017-11-29T19:08:00Z,36,PPA,39.947155,-75.154438,19107
EXPIRED INSPECTION,2017-11-16T11:40:00Z,41,POLICE,39.94166659,-75.22526553,19143
SIDEWALK,2017-11-06T01:45:00Z,51,POLICE,40.03241772,-75.0935138,19124
METER EXPIRED CC,2017-11-11T17:22:00Z,36,PPA,39.940505,-75.1491,19147
METER EXPIRED CC,2017-11-30T13:18:00Z,36,PPA,39.950332,-75.169108,19103
METER EXPIRED CC,2017-11-09T21:32:00Z,36,PPA,39.953945,-75.158533,19107
METER EXPIRED CC,2017-11-09T22:20:00Z,36,PPA,39.941312,-75.14667,19147
METER EXPIRED,2017-11-06T12:21:00Z,26,PPA,39.926127,-75.233545,19142
METER EXPIRED CC,2017-11-19T18:29:00Z,36,PPA,39.94863,-75.146393,19106
SIDEWALK,2017-11-27T01:10:00Z,51,POLICE,40.04263759,-75.02475223,19136
METER EXPIRED CC,2017-11-10T10:48:00Z,36,PPA,39.96294,-75.172745,19130
DOUBLE PARKED,2017-11-30T19:05:00Z,51,POLICE,40.04672633,-75.15091757,19141
IMPROPER ON 2WAY HWY,2017-11-19T02:14:00Z,31,POLICE,39.9298423,-75.23032061,19142
IMPROPER ON 2WAY HWY,2017-11-19T02:17:00Z,31,POLICE,39.9298423,-75.23032061,19142
CROSSWALK,2017-11-19T02:54:00Z,51,POLICE,39.92451714,-75.23535184,19142
METER EXPIRED,2017-11-09T11:22:00Z,26,PPA,40.008752,-75.151202,19140
METER EXPIRED,2017-11-22T12:39:00Z,26,PPA,40.008777,-75.15121,19140
SCHOOL ZONE,2017-11-16T09:22:00Z,36,PPA,39.930222,-75.174572,19145
METER EXPIRED,2017-11-20T19:34:00Z,26,PPA,40.036507,-75.144647,19141
OVER TIME LIMIT,2017-11-02T11:55:00Z,26,PPA,39.963188,-75.190023,19104
STOPPING PROHIBITED,2017-11-20T19:36:00Z,51,PPA,40.037228,-75.144647,19141
METER EXPIRED CC,2017-11-14T20:12:00Z,36,PPA,39.941912,-75.151697,19147
METER EXPIRED,2017-11-20T19:40:00Z,26,PPA,40.037457,-75.144715,19141
METER EXPIRED CC,2017-11-04T16:19:00Z,36,PPA,39.948402,-75.143458,19106
METER EXPIRED,2017-11-20T13:57:00Z,26,PPA,40.008157,-75.090585,19124
METER EXPIRED,2017-11-20T14:00:00Z,26,PPA,40.008248,-75.09049,19124
METER EXPIRED,2017-11-20T14:26:00Z,26,PPA,40.007888,-75.090703,19124
EXPIRED INSPECTION,2017-11-20T14:49:00Z,41,PPA,40.01066,-75.087953,19124
METER EXPIRED CC,2017-11-14T13:29:00Z,36,PPA,39.949963,-75.1658,19102
METER EXPIRED,2017-11-20T17:15:00Z,26,PPA,40.014358,-75.085773,19124
METER EXPIRED,2017-11-20T17:11:00Z,26,PPA,40.043588,-75.144628,19141
OVER TIME LIMIT,2017-11-02T13:00:00Z,26,PPA,39.96445,-75.18834,19104
EXPIRED INSPECTION,2017-11-02T13:01:00Z,41,PPA,39.964447,-75.188413,19104
METER EXPIRED,2017-11-20T11:49:00Z,26,PPA,40.01071,-75.089067,19124
METER EXPIRED,2017-11-20T13:09:00Z,26,PPA,40.01548,-75.084768,19124
BUS ONLY ZONE,2017-11-20T13:21:00Z,51,PPA,40.015082,-75.085192,19124
METER EXPIRED CC,2017-11-20T16:26:00Z,36,PPA,39.954107,-75.19447,19104
PASSENGR LOADNG ZONE,2017-11-20T16:59:00Z,31,PPA,39.956325,-75.195153,19104
METER EXPIRED,2017-11-20T13:33:00Z,26,PPA,40.013622,-75.086597,19124
EXPIRED INSPECTION,2017-11-20T19:01:00Z,41,PPA,39.954128,-75.201225,19104
METER EXPIRED CC,2017-11-21T20:08:00Z,36,PPA,39.949992,-75.165943,19102
METER EXPIRED CC,2017-11-01T09:42:00Z,36,PPA,39.953562,-75.202703,19104
HP RESERVED SPACE,2017-11-08T10:00:00Z,301,PPA,39.952295,-75.171258,19103
BLOCKING DRIVEWAY CC,2017-11-10T11:17:00Z,76,PPA,39.957588,-75.17462,19103
METER EXPIRED CC,2017-11-20T19:09:00Z,36,PPA,39.953697,-75.20261,19104
METER EXPIRED CC,2017-11-20T19:12:00Z,36,PPA,39.955097,-75.202322,19104
PARKING PROHBITED CC,2017-11-17T09:20:00Z,51,PPA,39.949657,-75.167843,19103
OVER TIME LIMIT,2017-11-20T10:31:00Z,26,PPA,39.96907,-75.13702,19123
METER EXPIRED CC,2017-11-27T11:36:00Z,36,PPA,39.950165,-75.168315,19103
EXPIRED INSPECTION,2017-11-27T11:07:00Z,41,PPA,39.949975,-75.168115,19103
METER EXPIRED CC,2017-11-02T15:43:00Z,36,PPA,39.945825,-75.155638,19107
EXPIRED INSPECTION,2017-11-20T09:48:00Z,41,PPA,39.955427,-75.199918,19104
METER EXPIRED,2017-11-14T17:06:00Z,26,PPA,40.037957,-75.038095,19136
OVER TIME LIMIT,2017-11-24T12:08:00Z,26,PPA,39.972602,-75.200552,19104
METER EXPIRED CC,2017-11-29T19:31:00Z,36,PPA,39.949412,-75.162668,19107
OVER TIME LIMIT,2017-11-24T11:06:00Z,26,PPA,40.04021,-75.140645,19141
EXPIRED INSPECTION,2017-11-18T13:38:00Z,41,PPA,39.96019913,-75.19384763,19104
EXPIRED INSPECTION,2017-11-20T11:23:00Z,41,PPA,39.95936,-75.193807,19104
SIDEWALK,2017-11-17T12:48:00Z,51,POLICE,40.03003275,-75.06558423,19149
OVER TIME LIMIT,2017-11-17T20:31:00Z,26,PPA,39.962545,-75.234592,19139
OVER TIME LIMIT,2017-11-24T13:01:00Z,26,PPA,39.962433,-75.234523,19139
OVER TIME LIMIT,2017-11-27T13:04:00Z,26,PPA,39.962345,-75.234607,19139
OVER TIME LIMIT,2017-11-30T12:57:00Z,26,PPA,39.962397,-75.234607,19139
EXPIRED INSPECTION,2017-11-24T17:10:00Z,41,PPA,39.952477,-75.147165,19106
EXPIRED INSPECTION,2017-11-28T17:37:00Z,41,PPA,39.953263,-75.171097,19103
PARKING PROHBITED,2017-11-08T09:50:00Z,41,POLICE,40.04605919,-75.19540895,19119
STOP PROHIBITED CC,2017-11-17T11:46:00Z,76,PPA,39.948538,-75.156322,19107
HP RESERVED SPACE,2017-11-04T19:19:00Z,301,PPA,39.944363,-75.143553,19106
CORNER CLEARANCE,2017-11-14T21:33:00Z,51,PPA,39.96441,-75.139038,19123
STOP PROHIBITED CC,2017-11-19T13:13:00Z,76,PPA,39.950767,-75.170592,19103
METER EXPIRED,2017-11-01T19:33:00Z,26,PPA,40.024502,-75.22116,19127
STOP PROHIBITED CC,2017-11-16T16:06:00Z,76,PPA,39.958145,-75.162502,19102
STOPPING PROHIBITED,2017-11-10T10:12:00Z,51,PPA,39.937077,-75.168532,19146
METER EXPIRED CC,2017-11-14T19:51:00Z,36,PPA,39.941907,-75.149047,19147
SCHOOL ZONE,2017-11-17T07:57:00Z,36,PPA,39.925573,-75.159855,19148
METER EXPIRED CC,2017-11-03T11:41:00Z,36,PPA,39.954707,-75.193433,19104
EXPIRED INSPECTION,2017-11-28T12:02:00Z,41,PPA,40.008515,-75.090143,19124
METER EXPIRED CC,2017-11-22T15:28:00Z,36,PPA,39.943765,-75.166923,19146
METER EXPIRED CC,2017-11-29T14:22:00Z,36,PPA,39.955578,-75.176398,19103
EXPIRED TAG,2017-11-30T14:05:00Z,41,POLICE,39.91668191,-75.23511557,19142
METER EXPIRED,2017-11-22T16:46:00Z,26,PPA,39.994657,-75.116895,19134
STOPPING PROHIBITED,2017-11-29T13:21:00Z,51,PPA,39.959127,-75.203587,19104
METER EXPIRED,2017-11-27T15:14:00Z,26,PPA,40.042453,-75.074455,19149
CORNER CLEARANCE,2017-11-04T09:23:00Z,51,POLICE,40.02440883,-75.20980555,19128
METER EXPIRED,2017-11-22T13:03:00Z,26,PPA,40.004198,-75.15216,19140
METER EXPIRED CC,2017-11-13T17:57:00Z,36,PPA,39.957635,-75.159412,19107
METER EXPIRED CC,2017-11-20T10:13:00Z,36,PPA,39.957185,-75.201243,19104
METER EXPIRED CC,2017-11-20T11:09:00Z,36,PPA,39.9418491,-75.15097317,19147
METER EXPIRED CC,2017-11-20T11:17:00Z,36,PPA,39.941767,-75.14913,19147
METER EXPIRED,2017-11-17T13:37:00Z,26,PPA,40.0053,-75.151528,19140
EXPIRED INSPECTION,2017-11-20T12:05:00Z,41,PPA,39.954805,-75.195405,19104
METER EXPIRED CC,2017-11-20T13:59:00Z,36,PPA,39.954558,-75.196533,19104
OVER TIME LIMIT CC,2017-11-20T14:26:00Z,36,PPA,39.956535,-75.203408,19104
PARKING PROHBITED,2017-11-28T21:32:00Z,41,POLICE,40.00048863,-75.06664784,19137
METER EXPIRED CC,2017-11-01T15:29:00Z,36,PPA,39.954048,-75.15455,19107
METER EXPIRED CC,2017-11-17T12:21:00Z,36,PPA,39.950088,-75.144952,19106
BUS ONLY ZONE,2017-11-17T21:54:00Z,51,PPA,39.96514,-75.161038,19123
METER EXPIRED CC,2017-11-17T20:52:00Z,36,PPA,39.951795,-75.171278,19103
OVER TIME LIMIT,2017-11-10T13:03:00Z,26,PPA,39.984633,-75.160515,19121
OVER TIME LIMIT,2017-11-13T18:01:00Z,26,PPA,39.984563,-75.160307,19121
OVER TIME LIMIT,2017-11-17T11:08:00Z,26,PPA,39.984528,-75.160137,19121
OVER TIME LIMIT,2017-11-30T19:58:00Z,26,PPA,39.940692,-75.179162,19146
OVER TIME LIMIT,2017-11-07T13:17:00Z,26,PPA,39.965942,-75.172105,19130
METER EXPIRED CC,2017-11-03T10:16:00Z,36,PPA,39.954315,-75.176795,19103
PARKING PROHBITED CC,2017-11-17T06:15:00Z,51,PPA,39.95334,-75.17051,19103
OVER TIME LIMIT,2017-11-30T16:05:00Z,26,PPA,40.012192,-75.189103,19129
METER EXPIRED,2017-11-02T13:21:00Z,26,PPA,39.97763,-75.157995,19121
LOADING ZONE,2017-11-29T10:29:00Z,31,PPA,39.91944,-75.171208,19145
BUS ONLY ZONE,2017-11-22T17:10:00Z,51,PPA,40.037173,-75.04146,19149
STOP PROHIBITED CC,2017-11-14T14:08:00Z,76,PPA,39.95582326,-75.17627308,19103
METER EXPIRED,2017-11-02T15:16:00Z,26,PPA,40.04338,-75.073495,19149
OVER TIME LIMIT,2017-11-25T16:58:00Z,26,PPA,39.957523,-75.223173,19139
