violation_desc,issue_datetime,fine,issuing_agency,lat,lon,zip_code
METER EXPIRED,2017-11-08T15:38:00Z,26,PPA,39.995745,-75.114677,19134
METER EXPIRED CC,2017-11-24T14:31:00Z,36,PPA,39.954995,-75.151568,19106
PARKING PROHBITED CC,2017-11-09T11:11:00Z,51,PPA,39.94943,-75.163285,19107
METER EXPIRED CC,2017-11-01T20:13:00Z,36,PPA,39.950215,-75.158017,19107
PASSENGR LOADNG ZONE,2017-11-19T13:47:00Z,31,PPA,39.950655,-75.17236,19103
STOP PROHIBITED CC,2017-11-08T12:45:00Z,76,PPA,39.950802,-75.158345,19107
PARKING PROHBITED CC,2017-11-08T13:40:00Z,51,PPA,39.949545,-75.160075,19107
METER EXPIRED,2017-11-08T19:20:00Z,26,PPA,40.023942,-75.220507,19127
METER EXPIRED CC,2017-11-09T13:10:00Z,36,PPA,39.941488,-75.14696,19147
PARKING PROHBITED CC,2017-11-09T11:10:00Z,51,PPA,39.950957,-75.163123,19107
METER EXPIRED CC,2017-11-09T15:02:00Z,36,PPA,39.95004,-75.15734,19107
METER EXPIRED,2017-11-24T15:26:00Z,26,PPA,40.036017,-75.144768,19141
STOPPING PROHIBITED,2017-11-28T17:38:00Z,51,PPA,39.961817,-75.225778,19139
METER EXPIRED,2017-11-13T13:28:00Z,26,PPA,39.95575,-75.20288,19104
METER EXPIRED CC,2017-11-13T14:48:00Z,36,PPA,39.955348,-75.202183,19104
METER EXPIRED CC,2017-11-15T13:02:00Z,36,PPA,39.947807,-75.151305,19106
METER EXPIRED CC,2017-11-09T10:16:00Z,36,PPA,39.957705,-75.200938,19104
PASSENGR LOADNG ZONE,2017-11-09T10:42:00Z,31,PPA,39.959587,-75.198267,19104
METER EXPIRED CC,2017-11-14T16:47:00Z,36,PPA,39.941565,-75.150875,19147
METER EXPIRED,2017-11-28T16:16:00Z,26,PPA,40.03304,-75.177698,19144
METER EXPIRED,2017-11-24T15:27:00Z,26,PPA,40.03598,-75.144783,19141
METER EXPIRED CC,2017-11-24T14:18:00Z,36,PPA,39.955965,-75.175503,19103
OVER TIME LIMIT CC,2017-11-24T14:25:00Z,36,PPA,39.957048,-75.174322,19103
IMPROPER ON 2WAY HWY,2017-11-16T12:32:00Z,31,PPA,40.045747,-75.07176,19111
OVER TIME LIMIT,2017-11-10T10:15:00Z,26,PPA,39.958693,-75.207328,19104
METER EXPIRED,2017-11-24T09:06:00Z,26,PPA,39.924653,-75.169568,19145
PARKING PROHBITED,2017-11-25T19:15:00Z,41,POLICE,39.95688503,-75.15637428,19107
METER EXPIRED CC,2017-11-28T14:08:00Z,36,PPA,39.95412,-75.198655,19104
METER EXPIRED CC,2017-11-14T09:48:00Z,36,PPA,39.943937,-75.167943,19146
CORNER CLEARANCE,2017-11-22T12:15:00Z,51,POLICE,39.96915947,-75.13342023,19125
EXPIRED INSPECTION,2017-11-30T14:26:00Z,41,PPA,39.953525,-75.167397,19103
EXPIRED INSPECTION,2017-11-04T12:09:00Z,41,PPA,39.977127,-75.126962,19125
PARKING PROHBITED CC,2017-11-10T08:37:00Z,51,PPA,39.949497,-75.151487,19106
LOADING ZONE   CC,2017-11-06T12:31:00Z,51,PPA,39.94904,-75.168213,19103
EXPIRED INSPECTION,2017-11-01T12:20:00Z,41,PPA,40.032023,-75.21357,19128
METER EXPIRED CC,2017-11-29T10:15:00Z,36,PPA,39.955848,-75.174092,19103
EXPIRED INSPECTION,2017-11-29T10:16:00Z,41,PPA,39.955805,-75.17412,19103
STOP PROHIBITED CC,2017-11-16T12:12:00Z,76,PPA,39.948563,-75.162212,19107
METER EXPIRED CC,2017-11-07T19:53:00Z,36,PPA,39.95575,-75.170035,19103
METER EXPIRED CC,2017-11-04T09:18:00Z,36,PPA,39.943305,-75.162353,19147
METER EXPIRED,2017-11-28T16:49:00Z,26,PPA,40.060132,-75.166385,19138
PARKING PROHBITED,2017-11-09T20:11:00Z,41,PPA,39.935615,-75.168953,19146
METER EXPIRED,2017-11-20T13:11:00Z,26,PPA,40.025583,-75.223913,19127
METER EXPIRED,2017-11-08T19:23:00Z,26,PPA,40.02316,-75.219555,19127
METER EXPIRED CC,2017-11-08T19:25:00Z,36,PPA,39.941327,-75.145715,19147
METER EXPIRED CC,2017-11-08T20:28:00Z,36,PPA,39.942588,-75.156545,19147
METER EXPIRED CC,2017-11-08T21:00:00Z,36,PPA,39.941688,-75.150163,19147
METER EXPIRED,2017-11-08T18:40:00Z,26,PPA,39.926338,-75.16926,19145
CROSSWALK,2017-11-02T09:18:00Z,51,PPA,39.920278,-75.15722,19148
EXPIRED INSPECTION,2017-11-27T19:15:00Z,41,PPA,39.948717,-75.146422,19106
METER EXPIRED,2017-11-08T15:36:00Z,26,PPA,40.076247,-75.206163,19118
LOADING ZONE,2017-11-09T20:30:00Z,31,PPA,39.935455,-75.167355,19146
PARKING PROHBITED,2017-11-09T21:12:00Z,41,PPA,39.933312,-75.170465,19146
METER EXPIRED CC,2017-11-10T18:22:00Z,36,PPA,39.960602,-75.170512,19130
METER EXPIRED CC,2017-11-13T18:51:00Z,36,PPA,39.960655,-75.17036,19130
PARKING PROHBITED CC,2017-11-07T13:29:00Z,51,PPA,39.953187,-75.170952,19103
OVER TIME LIMIT,2017-11-09T13:07:00Z,26,PPA,39.964888,-75.163368,19130
STOPPING PROHIBITED,2017-11-27T16:43:00Z,51,PPA,39.91953,-75.17142,19145
STOPPING PROHIBITED,2017-11-15T15:01:00Z,51,PPA,39.939807,-75.178108,19146
METER EXPIRED,2017-11-03T21:27:00Z,26,PPA,39.939713,-75.142072,19147
METER EXPIRED CC,2017-11-09T14:14:00Z,36,PPA,39.948605,-75.14224,19106
METER EXPIRED CC,2017-11-20T18:40:00Z,36,PPA,39.963458,-75.168648,19130
BUS ONLY ZONE,2017-11-25T18:42:00Z,51,PPA,39.979993,-75.21951,19131
METER EXPIRED CC,2017-11-24T23:06:00Z,36,PPA,39.942055,-75.152052,19147
METER EXPIRED,2017-11-10T15:43:00Z,26,PPA,39.988622,-75.250198,19151
BLOCKING DRIVEWAY,2017-11-25T00:00:00Z,51,POLICE,39.94177136,-75.15750834,19147
EXPIRED INSPECTION,2017-11-11T14:46:00Z,41,PPA,39.942062,-75.152637,19147
METER EXPIRED CC,2017-11-09T11:11:00Z,36,PPA,39.945872,-75.153835,19106
PARKING PROHBITED CC,2017-11-09T13:52:00Z,51,PPA,39.943528,-75.15362,19147
PARKING PROHBITED CC,2017-11-10T18:44:00Z,51,PPA,39.94355,-75.153663,19147
METER EXPIRED CC,2017-11-09T13:11:00Z,36,PPA,39.957662,-75.200282,19104
OVER TIME LIMIT,2017-11-01T13:27:00Z,26,PPA,39.953852,-75.209042,19104
OVER TIME LIMIT CC,2017-11-09T15:43:00Z,36,PPA,39.94447,-75.179075,19146
PASSENGR LOADNG ZONE,2017-11-02T16:48:00Z,31,PPA,39.942825,-75.149525,19147
LOADING ZONE,2017-11-02T19:10:00Z,31,POLICE,39.96758163,-75.24161242,19139
METER EXPIRED CC,2017-11-30T20:58:00Z,36,PPA,39.950807,-75.175333,19103
EXPIRED INSPECTION,2017-11-30T19:10:00Z,41,PPA,39.950765,-75.175385,19103
BLOCKING DRIVEWAY,2017-11-29T08:59:00Z,51,POLICE,40.06213057,-75.18810835,19119
EXPIRED INSPECTION,2017-11-24T13:52:00Z,41,POLICE,40.04628276,-75.06509628,19149
PARKING PROHBITED CC,2017-11-07T07:35:00Z,51,PPA,39.948638,-75.163955,19107
OVER TIME LIMIT CC,2017-11-22T15:42:00Z,36,PPA,39.943815,-75.157902,19147
METER EXPIRED CC,2017-11-30T11:05:00Z,36,PPA,39.943048,-75.160162,19147
EXPIRED INSPECTION,2017-11-08T15:04:00Z,41,PPA,40.022757,-75.218478,19127
METER EXPIRED,2017-11-08T15:20:00Z,26,PPA,40.024362,-75.22116,19127
STOPPING PROHIBITED,2017-11-08T19:59:00Z,51,PPA,40.02315,-75.21724,19127
STOPPING PROHIBITED,2017-11-08T20:56:00Z,51,PPA,40.020407,-75.212697,19127
HP RAMP BLOCKED,2017-11-11T08:46:00Z,76,PPA,40.020432,-75.212507,19128
FIRE HYDRANT,2017-11-28T13:35:00Z,76,PPA,39.940598,-75.149153,19147
EXPIRED INSPECTION,2017-11-24T09:58:00Z,41,PPA,40.036525,-75.144747,19141
METER EXPIRED CC,2017-11-21T19:43:00Z,36,PPA,39.951987,-75.184975,19104
METER EXPIRED CC,2017-11-01T07:55:00Z,36,PPA,39.951872,-75.173552,19103
STOP PROHIBITED CC,2017-11-08T12:52:00Z,76,PPA,39.955983,-75.171043,19103
METER EXPIRED CC,2017-11-08T14:19:00Z,36,PPA,39.955872,-75.168972,19103
STOP PROHIBITED CC,2017-11-08T16:05:00Z,76,PPA,39.955793,-75.169532,19103
EXPIRED INSPECTION,2017-11-08T10:48:00Z,41,PPA,39.948483,-75.144615,19106
METER EXPIRED CC,2017-11-08T10:50:00Z,36,PPA,39.948537,-75.144695,19106
METER EXPIRED,2017-11-29T20:50:00Z,26,PPA,39.926157,-75.167937,19148
OVER TIME LIMIT,2017-11-08T13:22:00Z,26,PPA,39.965495,-75.172475,19130
OVER TIME LIMIT,2017-11-08T13:57:00Z,26,PPA,39.966137,-75.169142,19130
OVER TIME LIMIT,2017-11-08T14:05:00Z,26,PPA,39.9637,-75.169267,19130
METER EXPIRED CC,2017-11-20T09:56:00Z,36,PPA,39.9567,-75.198002,19104
METER EXPIRED,2017-11-24T14:51:00Z,26,PPA,39.92736,-75.166487,19148
METER EXPIRED CC,2017-11-24T19:19:00Z,36,PPA,39.956933,-75.191753,19104
STOPPING PROHIBITED,2017-11-24T16:05:00Z,51,PPA,40.037388,-75.144938,19141
EXPIRED INSPECTION,2017-11-29T15:20:00Z,41,PPA,40.020412,-75.080213,19124
EXPIRED INSPECTION,2017-11-24T16:46:00Z,41,PPA,40.036512,-75.144743,19141
METER EXPIRED,2017-11-24T17:05:00Z,26,PPA,40.036568,-75.144737,19141
METER EXPIRED CC,2017-11-24T12:12:00Z,36,PPA,39.954412,-75.156972,19107
METER EXPIRED CC,2017-11-24T12:24:00Z,36,PPA,39.953768,-75.157495,19107
STOP PROHIBITED CC,2017-11-24T14:00:00Z,76,PPA,39.95374,-75.15792,19107
METER EXPIRED CC,2017-11-24T14:24:00Z,36,PPA,39.953088,-75.151578,19106
METER EXPIRED CC,2017-11-24T15:31:00Z,36,PPA,39.953812,-75.154623,19107
EXPIRED INSPECTION,2017-11-24T17:42:00Z,41,PPA,39.953595,-75.154582,19107
STOP PROHIBITED CC,2017-11-22T16:18:00Z,76,PPA,39.953933,-75.14395,19106
METER EXPIRED CC,2017-11-24T11:32:00Z,36,PPA,39.95138,-75.20025,19104
METER EXPIRED,2017-11-07T12:51:00Z,26,PPA,40.043038,-75.143663,19141
LOADING ZONE,2017-11-09T12:08:00Z,31,PPA,39.941755,-75.166138,19146
METER EXPIRED,2017-11-09T16:41:00Z,26,PPA,40.0278,-75.146415,19141
METER EXPIRED,2017-11-09T11:56:00Z,26,PPA,40.00376,-75.152395,19140
METER EXPIRED CC,2017-11-09T17:46:00Z,36,PPA,39.95362,-75.173897,19103
METER EXPIRED CC,2017-11-09T13:09:00Z,36,PPA,39.95856,-75.166185,19102
METER EXPIRED CC,2017-11-16T16:52:00Z,36,PPA,39.947368,-75.147248,19106
METER EXPIRED CC,2017-11-10T19:37:00Z,36,PPA,39.951788,-75.184177,19104
STOP PROHIBITED CC,2017-11-09T12:14:00Z,76,PPA,39.94557,-75.161298,19107
METER EXPIRED,2017-11-09T11:34:00Z,26,PPA,39.925115,-75.234937,19142
METER EXPIRED,2017-11-09T12:53:00Z,26,PPA,39.925122,-75.234727,19142
METER EXPIRED CC,2017-11-24T15:16:00Z,36,PPA,39.948825,-75.16014,19107
EXPIRED INSPECTION,2017-11-24T16:12:00Z,41,PPA,39.950357,-75.15956,19107
EXPIRED INSPECTION,2017-11-25T12:10:00Z,41,PPA,39.950962,-75.16253,19107
SCHOOL ZONE,2017-11-29T09:08:00Z,36,POLICE,39.96364354,-75.14818782,19123
METER EXPIRED,2017-11-04T12:52:00Z,26,PPA,40.03475,-75.175803,19144
EXPIRED INSPECTION,2017-11-08T13:09:00Z,41,PPA,39.965005,-75.169623,19130
OVER TIME LIMIT,2017-11-08T15:16:00Z,26,PPA,39.964838,-75.169588,19130
METER EXPIRED,2017-11-20T19:54:00Z,26,PPA,40.025642,-75.224007,19127
EXPIRED INSPECTION,2017-11-14T09:44:00Z,41,PPA,39.960137,-75.167267,19130
STOP PROHIBITED CC,2017-11-08T11:21:00Z,76,PPA,39.952787,-75.14765,19106
METER EXPIRED CC,2017-11-08T11:31:00Z,36,PPA,39.952327,-75.146198,19106
METER EXPIRED CC,2017-11-16T12:27:00Z,36,PPA,39.955358,-75.19185,19104
METER EXPIRED,2017-11-09T14:28:00Z,26,PPA,40.00549,-75.150063,19140
STOPPING PROHIBITED,2017-11-09T16:05:00Z,51,PPA,40.003425,-75.152535,19140
STOPPING PROHIBITED,2017-11-09T16:10:00Z,51,PPA,40.005132,-75.152022,19140
STOPPING PROHIBITED,2017-11-09T16:13:00Z,51,PPA,40.005215,-75.152245,19140
BUS ONLY ZONE,2017-11-09T15:11:00Z,51,PPA,39.986532,-75.15615,19132
METER EXPIRED,2017-11-24T12:40:00Z,26,PPA,39.994192,-75.13969,19133
METER EXPIRED,2017-11-18T15:03:00Z,26,PPA,40.007752,-75.150273,19140
HP RESERVED SPACE,2017-11-10T13:53:00Z,301,PPA,39.955472,-75.20226,19104
OVER TIME LIMIT,2017-11-04T18:12:00Z,26,PPA,39.985503,-75.162153,19121
FIRE HYDRANT,2017-11-05T00:30:00Z,76,POLICE,40.04067234,-75.08475157,19111
METER EXPIRED CC,2017-11-21T11:18:00Z,36,PPA,39.951667,-75.169005,19103
OVER TIME LIMIT,2017-11-04T18:46:00Z,26,PPA,39.966517,-75.1383,19123
SCHOOL ZONE,2017-11-13T08:56:00Z,36,PPA,39.934078,-75.165353,19147
SCHOOL ZONE,2017-11-06T08:41:00Z,36,PPA,39.939047,-75.166052,19147
SCHOOL ZONE,2017-11-13T08:30:00Z,36,PPA,39.939028,-75.165683,19147
METER EXPIRED,2017-11-02T15:46:00Z,26,PPA,39.960008,-75.225868,19139
FIRE HYDRANT,2017-11-13T09:41:00Z,76,PPA,39.917863,-75.148658,19148
OVER TIME LIMIT,2017-11-28T14:34:00Z,26,PPA,39.962208,-75.159432,19123
SCHOOL ZONE,2017-11-13T10:49:00Z,36,PPA,39.913062,-75.162997,19148
METER EXPIRED,2017-11-21T15:47:00Z,26,PPA,40.034567,-75.176043,19144
OVER TIME LIMIT,2017-11-20T16:39:00Z,26,PPA,39.956337,-75.224702,19139
STOP MEDIAL STRIP,2017-11-21T10:37:00Z,31,PPA,39.9365,-75.158647,19147
STOP PROHIBITED CC,2017-11-13T10:18:00Z,76,PPA,39.953755,-75.172648,19103
STOPPING PROHIBITED,2017-11-04T20:20:00Z,51,PPA,39.967305,-75.140047,19123
METER EXPIRED,2017-11-08T17:17:00Z,26,PPA,40.038458,-75.130175,19120
METER EXPIRED CC,2017-11-01T15:34:00Z,36,PPA,39.956185,-75.202147,19104
METER EXPIRED CC,2017-11-21T11:49:00Z,36,PPA,39.954837,-75.19856,19104
METER EXPIRED,2017-11-06T13:34:00Z,26,PPA,40.076528,-75.20713,19118
PARKING PROHBITED,2017-11-15T13:24:00Z,41,PPA,39.962162,-75.154537,19123
CROSSWALK,2017-11-26T21:17:00Z,51,POLICE,40.06850753,-75.15025566,19138
METER EXPIRED CC,2017-11-25T09:06:00Z,36,PPA,39.941883,-75.145433,19147
STOP PROHIBITED CC,2017-11-24T08:54:00Z,76,PPA,39.949802,-75.164095,19110
METER EXPIRED CC,2017-11-05T16:50:00Z,36,PPA,39.948613,-75.162213,19107
STOP PROHIBITED CC,2017-11-30T07:17:00Z,76,PPA,39.95214,-75.169835,19103
PARKING PROHBITED,2017-11-15T21:36:00Z,41,PPA,40.024428,-75.217488,19127
METER EXPIRED,2017-11-01T14:41:00Z,26,PPA,40.037397,-75.041983,19149
METER EXPIRED CC,2017-11-13T18:28:00Z,36,PPA,39.963165,-75.167337,19130
HP RAMP BLOCKED,2017-11-17T07:27:00Z,76,PPA,39.960848,-75.196948,19104
METER EXPIRED CC,2017-11-28T21:20:00Z,36,PPA,39.948813,-75.170147,19103
EXPIRED INSPECTION,2017-11-09T00:00:00Z,41,POLICE,39.9689853,-75.2433436,19151
STOPPING PROHIBITED,2017-11-11T10:43:00Z,51,PPA,40.035187,-75.173557,19144
METER EXPIRED CC,2017-11-11T15:04:00Z,36,PPA,39.948182,-75.173898,19103
METER EXPIRED CC,2017-11-24T18:23:00Z,36,PPA,39.951017,-75.156777,19107
SCHOOL ZONE,2017-11-30T11:12:00Z,36,PPA,39.96332,-75.16012,19123
METER EXPIRED CC,2017-11-24T18:27:00Z,36,PPA,39.950138,-75.157632,19107
METER EXPIRED CC,2017-11-24T18:55:00Z,36,PPA,39.947723,-75.159908,19107
METER EXPIRED CC,2017-11-24T19:25:00Z,36,PPA,39.950805,-75.155018,19107
STOP PROHIBITED CC,2017-11-17T07:09:00Z,76,PPA,39.958838,-75.157092,19123
METER EXPIRED CC,2017-11-08T19:31:00Z,36,PPA,39.957053,-75.189265,19104
METER EXPIRED CC,2017-11-14T14:09:00Z,36,PPA,39.956423,-75.158857,19107
BLOCKING DRIVEWAY,2017-11-05T20:45:00Z,51,POLICE,39.92814808,-75.15541625,19148
STOP PROHIBITED CC,2017-11-09T14:23:00Z,76,PPA,39.955782,-75.188273,19104
EXPIRED INSPECTION,2017-11-09T15:59:00Z,41,PPA,39.960877,-75.161912,19130
EXPIRED INSPECTION,2017-11-16T18:28:00Z,41,PPA,39.950432,-75.159807,19107
METER EXPIRED CC,2017-11-16T11:43:00Z,36,PPA,39.956375,-75.195578,19104
METER EXPIRED CC,2017-11-01T21:36:00Z,36,PPA,39.94771,-75.149883,19106
METER EXPIRED CC,2017-11-18T10:48:00Z,36,PPA,39.949603,-75.159688,19107
OVER TIME LIMIT,2017-11-30T11:30:00Z,26,PPA,39.984548,-75.160262,19121
EXPIRED INSPECTION,2017-11-22T09:46:00Z,41,PPA,39.95539,-75.143942,19106
METER EXPIRED CC,2017-11-09T11:18:00Z,36,PPA,39.959447,-75.17032,19103
OVER TIME LIMIT,2017-11-24T12:06:00Z,26,PPA,39.958423,-75.212818,19139
METER EXPIRED CC,2017-11-09T13:27:00Z,36,PPA,39.94818,-75.173752,19103
EXPIRED INSPECTION,2017-11-06T15:02:00Z,41,POLICE,39.9806855,-75.17330171,19121
METER EXPIRED CC,2017-11-30T22:46:00Z,36,PPA,39.941405,-75.1467,19147
STOP PROHIBITED CC,2017-11-13T10:10:00Z,76,PPA,39.947985,-75.149397,19106
HP RAMP BLOCKED,2017-11-09T11:20:00Z,76,PPA,40.007213,-75.091158,19124
METER EXPIRED,2017-11-09T19:14:00Z,26,PPA,39.924947,-75.171392,19145
OVER TIME LIMIT,2017-11-16T14:41:00Z,26,PPA,39.955665,-75.229207,19139
METER EXPIRED,2017-11-09T14:35:00Z,26,PPA,39.925397,-75.234472,19142
METER EXPIRED CC,2017-11-14T12:32:00Z,36,PPA,39.962673,-75.172335,19130
IMPROPER ON 2WAY HWY,2017-11-24T21:58:00Z,31,PPA,39.95765,-75.139698,19123
EXPIRED INSPECTION,2017-11-09T13:01:00Z,41,PPA,39.925305,-75.234677,19142
METER EXPIRED,2017-11-09T13:17:00Z,26,PPA,39.927235,-75.232055,19142
METER EXPIRED CC,2017-11-22T15:27:00Z,36,PPA,39.948852,-75.147387,19106
EXPIRED INSPECTION,2017-11-30T11:05:00Z,41,PPA,39.9505,-75.145643,19106
PARKING PROHBITED,2017-11-09T12:30:00Z,41,PPA,40.014955,-75.087458,19124
METER EXPIRED CC,2017-11-09T14:38:00Z,36,PPA,39.952898,-75.171882,19103
METER EXPIRED CC,2017-11-08T15:16:00Z,36,PPA,39.953163,-75.202735,19104
STOP PROHIBITED CC,2017-11-07T07:40:00Z,76,PPA,39.949425,-75.164297,19102
STOPPING PROHIBITED,2017-11-08T10:24:00Z,51,PPA,39.938355,-75.158143,19147
CORNER CLEARANCE  CC,2017-11-08T10:19:00Z,76,PPA,39.960708,-75.153675,19123
HP RAMP BLOCKED,2017-11-08T10:53:00Z,76,PPA,39.961248,-75.142267,19123
METER EXPIRED,2017-11-08T11:59:00Z,26,PPA,39.926965,-75.232362,19142
METER EXPIRED,2017-11-08T13:57:00Z,26,PPA,39.926637,-75.232715,19142
OVER TIME LIMIT,2017-11-04T20:16:00Z,26,PPA,39.938707,-75.181387,19146
OVER TIME LIMIT,2017-11-07T12:57:00Z,26,PPA,39.965917,-75.162405,19130
METER EXPIRED,2017-11-10T12:44:00Z,26,PPA,40.025532,-75.223805,19127
METER EXPIRED CC,2017-11-09T08:40:00Z,36,PPA,39.95469,-75.195267,19104
METER EXPIRED,2017-11-09T14:48:00Z,26,PPA,39.926347,-75.16753,19148
METER EXPIRED CC,2017-11-09T12:40:00Z,36,PPA,39.950427,-75.159427,19107
METER EXPIRED,2017-11-09T14:57:00Z,26,PPA,39.926623,-75.232717,19142
PARKING PROHBITED CC,2017-11-09T14:08:00Z,51,PPA,39.946477,-75.167918,19102
METER EXPIRED CC,2017-11-16T08:42:00Z,36,PPA,39.960997,-75.166768,19130
HP RESERVED SPACE,2017-11-29T10:08:00Z,301,PPA,39.958138,-75.162562,19102
METER EXPIRED,2017-11-11T14:30:00Z,26,PPA,39.956903,-75.224995,19139
STOP PROHIBITED CC,2017-11-24T11:40:00Z,76,PPA,39.948233,-75.161977,19107
OVER TIME LIMIT CC,2017-11-09T12:06:00Z,36,PPA,39.94613,-75.14931,19106
METER EXPIRED,2017-11-15T16:23:00Z,26,PPA,40.036138,-75.175565,19144
PARKING PROHBITED CC,2017-11-24T08:43:00Z,51,PPA,39.95428876,-75.17057817,19103
EXPIRED INSPECTION,2017-11-20T16:20:00Z,41,POLICE,39.98903598,-75.17045118,19121
STOPPING PROHIBITED,2017-11-01T19:57:00Z,51,PPA,39.932662,-75.165592,19147
LOADING ZONE   CC,2017-11-08T13:58:00Z,51,PPA,39.952542,-75.14509,19106
METER EXPIRED CC,2017-11-15T11:32:00Z,36,PPA,39.952372,-75.145303,19106
EXPIRED INSPECTION,2017-11-12T15:27:00Z,41,PPA,39.952227,-75.176035,19103
PARKING PROHBITED,2017-11-13T13:03:00Z,41,PPA,39.921748,-75.158515,19148
STOPPING PROHIBITED,2017-11-13T14:00:00Z,51,PPA,39.937163,-75.158157,19147
METER EXPIRED CC,2017-11-13T09:01:00Z,36,PPA,39.952765,-75.159673,19107
CORNER CLEARANCE,2017-11-02T10:56:00Z,51,POLICE,39.98404897,-75.16167087,19121
STOPPING PROHIBITED,2017-11-13T07:18:00Z,51,PPA,39.984088,-75.160092,19121
PARKING PROHBITED CC,2017-11-13T09:35:00Z,51,PPA,39.95413,-75.161592,19107
METER EXPIRED CC,2017-11-13T21:12:00Z,36,PPA,39.950363,-75.146125,19106
EXPIRED INSPECTION,2017-11-13T17:22:00Z,41,PPA,39.924185,-75.178333,19145
METER EXPIRED,2017-11-13T14:23:00Z,26,PPA,40.037865,-75.038083,19136
OVER TIME LIMIT,2017-11-13T18:16:00Z,26,PPA,39.951872,-75.212897,19143
OVER TIME LIMIT,2017-11-13T19:13:00Z,26,PPA,39.951912,-75.230308,19143
METER EXPIRED CC,2017-11-22T19:33:00Z,36,PPA,39.95322,-75.202717,19104
METER EXPIRED,2017-11-28T11:59:00Z,26,PPA,40.036228,-75.175372,19144
SIDEWALK,2017-11-03T10:22:00Z,51,PPA,39.920245,-75.148648,19148
EXPIRED INSPECTION,2017-11-16T11:50:00Z,41,PPA,39.955702,-75.193098,19104
PASSENGR LOADNG ZONE,2017-11-16T19:01:00Z,31,PPA,39.941833,-75.149187,19147
STOP PROHIBITED CC,2017-11-09T14:14:00Z,76,PPA,39.942752,-75.165253,19147
METER EXPIRED CC,2017-11-29T10:14:00Z,36,PPA,39.948308,-75.15471,19107
OVER TIME LIMIT CC,2017-11-09T14:48:00Z,36,PPA,39.943217,-75.163353,19147
OVER TIME LIMIT CC,2017-11-24T12:58:00Z,36,PPA,39.94849,-75.176805,19103
OVER TIME LIMIT CC,2017-11-24T13:07:00Z,36,PPA,39.947192,-75.179348,19146
OVER TIME LIMIT CC,2017-11-24T13:17:00Z,36,PPA,39.94729,-75.1789,19103
METER EXPIRED,2017-11-15T09:36:00Z,26,PPA,40.026193,-75.225495,19127
METER EXPIRED CC,2017-11-12T16:42:00Z,36,PPA,39.955138,-75.202272,19104
METER EXPIRED CC,2017-11-12T17:11:00Z,36,PPA,39.954103,-75.188243,19104
METER EXPIRED CC,2017-11-12T17:13:00Z,36,PPA,39.954013,-75.188165,19104
OVER TIME LIMIT,2017-11-13T19:26:00Z,26,PPA,39.950077,-75.214783,19143
METER EXPIRED,2017-11-16T11:09:00Z,26,PPA,40.026342,-75.132762,19120
METER EXPIRED CC,2017-11-26T13:48:00Z,36,PPA,39.94989,-75.168642,19103
BUS ONLY ZONE,2017-11-13T07:41:00Z,51,PPA,39.924787,-75.16427,19148
METER EXPIRED CC,2017-11-13T10:20:00Z,36,PPA,39.960528,-75.169482,19130
STOP PROHIBITED CC,2017-11-13T10:26:00Z,76,PPA,39.960368,-75.167847,19130
STOP PROHIBITED CC,2017-11-28T15:38:00Z,76,PPA,39.948213,-75.154812,19107
EXPIRED INSPECTION,2017-11-28T10:08:00Z,41,PPA,39.957617,-75.199867,19104
EXPIRED INSPECTION,2017-11-09T19:17:00Z,41,POLICE,39.926219,-75.22658257,19142
EXPIRED INSPECTION,2017-11-06T13:38:00Z,41,POLICE,39.93596725,-75.23281186,19143
STOP PROHIBITED CC,2017-11-09T10:51:00Z,76,PPA,39.956917,-75.182578,19104
PRIVATE PROPERTY,2017-11-27T09:09:00Z,26,PPA,39.962782,-75.170825,19130
METER EXPIRED,2017-11-24T14:47:00Z,26,PPA,39.926613,-75.233382,19142
METER EXPIRED CC,2017-11-12T22:10:00Z,36,PPA,39.941473,-75.146987,19147
METER EXPIRED CC,2017-11-12T14:30:00Z,36,PPA,39.950055,-75.145072,19106
METER EXPIRED,2017-11-17T12:53:00Z,26,PPA,40.031102,-75.17952,19144
METER EXPIRED,2017-11-24T13:51:00Z,26,PPA,39.960843,-75.241107,19139
METER EXPIRED,2017-11-24T14:03:00Z,26,PPA,39.962345,-75.24083,19139
METER EXPIRED,2017-11-24T15:06:00Z,26,PPA,39.958507,-75.224943,19139
METER EXPIRED CC,2017-11-24T14:11:00Z,36,PPA,39.961382,-75.172788,19130
METER EXPIRED,2017-11-24T16:39:00Z,26,PPA,40.036517,-75.042027,19149
METER EXPIRED,2017-11-24T16:56:00Z,26,PPA,40.035687,-75.042157,19135
BUS ONLY ZONE,2017-11-24T17:05:00Z,51,PPA,40.037242,-75.041602,19149
HP RESERVED SPACE,2017-11-24T10:08:00Z,301,PPA,39.951212,-75.156717,19107
METER EXPIRED,2017-11-24T14:57:00Z,26,PPA,40.028145,-75.14625,19141
STOPPING PROHIBITED,2017-11-24T16:11:00Z,51,PPA,40.026573,-75.147498,19141
STOPPING PROHIBITED,2017-11-24T17:07:00Z,51,PPA,40.02736,-75.147317,19141
METER EXPIRED CC,2017-11-24T11:31:00Z,36,PPA,39.946135,-75.156893,19107
METER EXPIRED CC,2017-11-24T10:21:00Z,36,PPA,39.957017,-75.200283,19104
METER EXPIRED CC,2017-11-24T10:14:00Z,36,PPA,39.946292,-75.173062,19146
EXPIRED INSPECTION,2017-11-24T15:29:00Z,41,PPA,40.036523,-75.042007,19149
